日期,收盘,pred,strategy_cum,hold_cum
2024-11-06,16.81,0,-8.291195097595226,4.213032581454009
2024-11-07,16.59,0,-8.291195097595226,4.157894736842475
2024-11-08,16.59,1,-8.001328120102446,4.157894736842475
2024-11-11,16.01,1,-7.736449675152146,4.012531328321159
2024-11-12,15.48,1,-7.746445088169138,3.8796992481206454
2024-11-13,15.5,1,-7.551534534337786,3.8847117794489665
2024-11-14,15.11,1,-7.556532240846281,3.7869674185467024
2024-11-15,15.12,1,-7.601511599422749,3.7894736842108627
2024-11-18,15.21,1,-7.851396924847561,3.812030075188309
2024-11-19,15.71,1,-7.761438207694628,3.9373433583963404
2024-11-20,15.53,1,-7.82640839230508,3.892230576441449
2024-11-21,15.66,1,-7.626500131965232,3.9248120300755374
2024-11-22,15.26,1,-7.521548295286813,3.8245614035091124
2024-11-25,15.05,1,-7.516550588778316,3.77192982456174
2024-11-26,15.04,1,-7.586518479897264,3.769423558897579
2024-11-27,15.18,1,-7.51155288226982,3.8045112781958283
2024-11-28,15.03,1,-7.596513892914256,3.7669172932334187
2024-11-29,15.2,1,-7.526546001795309,3.8095238095241495
2024-12-02,15.06,1,-7.55153453433779,3.7744360902259007
2024-12-03,15.11,1,-7.646490957999219,3.7869674185467037
2024-12-04,15.3,1,-7.486564349727339,3.834586466165756
2024-12-05,14.98,0,-7.486564349727339,3.754385964912616
2024-12-06,15.19,1,-7.580208011771329,3.807017543859989
2024-12-09,15.38,1,-7.668923060023528,3.854636591479041
2024-12-10,15.56,1,-7.69849474277426,3.899749373433932
2024-12-11,15.62,1,-7.757638108275728,3.9147869674188955
2024-12-12,15.74,1,-7.427420984225873,3.9448621553888237
2024-12-13,15.07,1,-7.318991480806517,3.7769423558900623
2024-12-16,14.85,1,-7.368277618724406,3.7218045112785285
2024-12-17,14.95,0,-7.368277618724406,3.7468671679201346
2024-12-18,14.99,1,-7.28471476380892,3.7568922305767773
2024-12-19,14.82,0,-7.28471476380892,3.714285714286047
2024-12-20,14.52,0,-7.28471476380892,3.6390977443612282
2024-12-23,15.01,1,-7.34295365599127,3.7619047619050994
2024-12-24,15.13,1,-7.289568004824115,3.791979949875027
2024-12-25,15.02,0,-7.289568004824115,3.7644110275692597
2024-12-26,15.12,0,-7.289568004824115,3.789473684210866
2024-12-27,14.8,0,-7.289568004824115,3.7092731829577263
2024-12-30,15.04,1,-7.086002940859613,3.769423558897581
2024-12-31,14.62,0,-7.086002940859613,3.664160401002835
2025-01-02,14.68,0,-7.086002940859613,3.679197994987799
2025-01-03,15.07,1,-7.048386468711719,3.7769423558900637
2025-01-06,14.99,0,-7.048386468711719,3.7568922305767787
2025-01-07,15.52,1,-6.971181204557016,3.8897243107772916
2025-01-08,15.35,1,-7.002971607444247,3.8471177944865613
2025-01-09,15.42,1,-7.107425788359434,3.864661654135686
2025-01-10,15.65,1,-7.220962941528116,3.92230576441138
2025-01-13,15.9,1,-7.225504427654863,3.9849624060153963
2025-01-14,15.91,0,-7.225504427654863,3.9874686716795567
2025-01-15,15.28,0,-7.225504427654863,3.8295739348374376
2025-01-16,15.67,1,-7.2716148579525965,3.927318295739702
2025-01-17,15.77,1,-7.280836944012142,3.9523809523813087
2025-01-20,15.79,1,-7.262392771893049,3.9573934837096294
2025-01-21,15.75,0,-7.262392771893049,3.9473684210529876
2025-01-22,15.7,1,-7.114369479727077,3.9348370927321845
2025-01-23,15.38,0,-7.114369479727077,3.854636591479045
2025-01-24,15.52,1,-7.215217500702589,3.889724310777294
2025-01-27,15.74,1,-7.320649522631535,3.9448621553888277
2025-02-05,15.97,1,-7.247305507376616,4.002506265664523
2025-02-06,15.81,1,-7.3894095369330195,3.9624060150379528
2025-02-07,16.12,1,-7.504009560768829,4.040100250626932
2025-02-10,16.37,1,-7.6919535998595565,4.102756892230948
2025-02-11,16.78,0,-7.6919535998595565,4.205513784461534
2025-02-12,16.48,1,-7.705955942577749,4.130325814536715
2025-02-13,16.51,1,-7.775967656168703,4.137844611529198
2025-02-14,16.66,0,-7.775967656168703,4.175438596491608
2025-02-17,16.0,0,-7.775967656168703,4.010025062657006
2025-02-18,15.91,0,-7.775967656168703,3.987468671679561
2025-02-19,15.85,1,-7.820121415730544,3.9724310776945977
2025-02-20,15.94,0,-7.820121415730544,3.994987468672043
2025-02-21,15.69,0,-7.820121415730544,3.9323308270680273
2025-02-24,15.58,0,-7.820121415730544,3.904761904762261
2025-02-25,15.28,1,-7.86106445979196,3.8295739348374416
2025-02-26,15.36,0,-7.86106445979196,3.8496240601507266
2025-02-27,15.25,0,-7.86106445979196,3.8220551378449605
2025-02-28,14.85,1,-8.01458019671719,3.721804511278535
2025-03-03,15.14,1,-8.16809593364242,3.794486215539193
2025-03-04,15.43,1,-8.21044510244938,3.8671679197998508
2025-03-05,15.51,1,-8.363960839374611,3.8872180451131357
2025-03-06,15.8,1,-8.432778238685922,3.9598997493737946
2025-03-07,15.93,1,-8.549238452905062,3.992481203007883
2025-03-10,16.15,0,-8.549238452905062,4.047619047619417
2025-03-11,15.98,1,-8.661587644088419,4.005012531328687
2025-03-12,16.19,1,-8.806036604181307,4.057644110276059
2025-03-13,16.46,1,-9.08423460139724,4.125313283208396
2025-03-14,16.98,0,-9.08423460139724,4.255639097744749
2025-03-17,16.71,1,-9.38323693717034,4.187969924812412
2025-03-18,17.26,1,-9.540892714214337,4.325814536341247
2025-03-19,17.55,1,-9.606129587473921,4.398496240601905
2025-03-20,17.67,0,-9.606129587473921,4.428571428571833
2025-03-21,17.07,1,-9.876249224380043,4.278195488722195
2025-03-24,17.55,1,-10.073211459624087,4.398496240601905
2025-03-25,17.9,0,-10.073211459624087,4.486215538847526
2025-03-26,17.7,0,-10.073211459624087,4.436090225564314
2025-03-27,17.36,1,-10.247287694525424,4.350877192982853
2025-03-28,17.66,0,-10.247287694525424,4.426065162907672
